timestamp,device_id,temperature,humidity
2025-11-28T11:42:35.581937,sensor_02,30.4,61.13
2025-11-28T11:42:40.581937,sensor_01,39.41,52.33
2025-11-28T11:42:45.581937,sensor_03,30.98,32.74
2025-11-28T11:42:50.581937,sensor_02,36.42,44.18
2025-11-28T11:42:55.581937,sensor_01,21.44,33.09
2025-11-28T11:43:00.581937,sensor_03,30.47,38.15
2025-11-28T11:43:05.581937,sensor_01,36.56,69.75
2025-11-28T11:43:10.581937,sensor_02,21.62,46.63
2025-11-28T11:43:15.581937,sensor_02,30.75,64.36
2025-11-28T11:43:20.581937,sensor_03,38.08,52.5
2025-11-28T11:43:25.581937,sensor_02,25.07,35.86
2025-11-28T11:43:30.581937,sensor_02,25.98,47.26
2025-11-28T11:43:35.581937,sensor_01,20.72,48.82
2025-11-28T11:43:40.581937,sensor_02,32.87,34.92
2025-11-28T11:43:45.581937,sensor_01,22.13,52.22
2025-11-28T11:43:50.581937,sensor_01,36.42,30.29
2025-11-28T11:43:55.581937,sensor_01,23.19,52.63
2025-11-28T11:44:00.581937,sensor_02,37.52,64.21
2025-11-28T11:44:05.581937,sensor_01,20.05,39.66
2025-11-28T11:44:10.581937,sensor_03,33.04,46.47
2025-11-28T11:44:15.581937,sensor_02,39.87,31.42
2025-11-28T11:44:20.581937,sensor_02,23.2,33.74
2025-11-28T11:44:25.581937,sensor_02,25.99,50.53
2025-11-28T11:44:30.581937,sensor_03,35.09,62.4
2025-11-28T11:44:35.581937,sensor_02,22.68,45.74
2025-11-28T11:44:40.581937,sensor_02,31.5,49.69
2025-11-28T11:44:45.581937,sensor_01,33.08,57.85
2025-11-28T11:44:50.581937,sensor_03,39.29,43.41
2025-11-28T11:44:55.581937,sensor_03,31.61,60.52
2025-11-28T11:45:00.581937,sensor_03,36.02,59.46
2025-11-28T11:45:05.581937,sensor_01,36.8,55.93
2025-11-28T11:45:10.581937,sensor_01,28.5,64.66
2025-11-28T11:45:15.581937,sensor_01,38.45,60.75
2025-11-28T11:45:20.581937,sensor_02,22.77,43.18
2025-11-28T11:45:25.581937,sensor_01,32.71,47.8
2025-11-28T11:45:30.581937,sensor_01,35.14,39.36
2025-11-28T11:45:35.581937,sensor_02,31.18,33.26
2025-11-28T11:45:40.581937,sensor_03,21.74,35.49
2025-11-28T11:45:45.581937,sensor_02,20.9,45.17
2025-11-28T11:45:50.581937,sensor_03,33.23,47.79
2025-11-28T11:45:55.581937,sensor_02,21.88,38.99
2025-11-28T11:46:00.581937,sensor_03,27.95,66.97
2025-11-28T11:46:05.581937,sensor_03,38.57,62.52
2025-11-28T11:46:10.581937,sensor_02,37.26,57.69
2025-11-28T11:46:15.581937,sensor_03,32.34,38.43
2025-11-28T11:46:20.581937,sensor_03,25.53,30.63
2025-11-28T11:46:25.581937,sensor_03,28.16,62.32
2025-11-28T11:46:30.581937,sensor_02,23.97,41.9
2025-11-28T11:46:35.581937,sensor_01,34.85,38.23
2025-11-28T11:46:40.581937,sensor_01,26.41,68.38
2025-11-28T11:46:45.581937,sensor_01,30.35,66.33
2025-11-28T11:46:50.581937,sensor_03,20.54,60.12
2025-11-28T11:46:55.581937,sensor_01,33.81,47.76
2025-11-28T11:47:00.581937,sensor_01,38.1,55.97
2025-11-28T11:47:05.581937,sensor_03,31.91,69.74
2025-11-28T11:47:10.581937,sensor_03,34.98,56.66
2025-11-28T11:47:15.581937,sensor_01,31.29,42.74
2025-11-28T11:47:20.581937,sensor_02,28.11,69.66
2025-11-28T11:47:25.581937,sensor_03,30.57,68.01
2025-11-28T11:47:30.581937,sensor_01,25.89,54.39
2025-11-28T11:47:35.581937,sensor_02,38.18,31.0
2025-11-28T11:47:40.581937,sensor_01,21.04,60.65
2025-11-28T11:47:45.581937,sensor_01,37.96,53.4
2025-11-28T11:47:50.581937,sensor_02,39.92,52.35
2025-11-28T11:47:55.581937,sensor_02,30.35,60.17
2025-11-28T11:48:00.581937,sensor_01,27.76,50.82
2025-11-28T11:48:05.581937,sensor_03,34.81,30.9
2025-11-28T11:48:10.581937,sensor_02,21.37,55.54
2025-11-28T11:48:15.581937,sensor_02,29.74,56.28
2025-11-28T11:48:20.581937,sensor_02,37.15,31.74
2025-11-28T11:48:25.581937,sensor_03,33.89,56.81
2025-11-28T11:48:30.581937,sensor_01,29.15,41.61
2025-11-28T11:48:35.581937,sensor_02,33.48,48.94
2025-11-28T11:48:40.581937,sensor_01,26.84,60.51
2025-11-28T11:48:45.581937,sensor_03,22.39,60.68
2025-11-28T11:48:50.581937,sensor_02,39.07,57.18
2025-11-28T11:48:55.581937,sensor_01,25.81,50.99
2025-11-28T11:49:00.581937,sensor_03,23.77,50.8
2025-11-28T11:49:05.581937,sensor_03,28.44,30.55
2025-11-28T11:49:10.581937,sensor_02,24.01,31.41
2025-11-28T11:49:15.581937,sensor_02,33.84,35.52
2025-11-28T11:49:20.581937,sensor_02,26.47,36.09
2025-11-28T11:49:25.581937,sensor_03,22.15,31.61
2025-11-28T11:49:30.581937,sensor_01,30.52,59.25
2025-11-28T11:49:35.581937,sensor_03,37.51,69.43
2025-11-28T11:49:40.581937,sensor_02,26.73,61.72
2025-11-28T11:49:45.581937,sensor_01,32.39,37.39
2025-11-28T11:49:50.581937,sensor_01,25.29,47.68
2025-11-28T11:49:55.581937,sensor_01,32.99,67.7
2025-11-28T11:50:00.581937,sensor_02,25.14,48.02
2025-11-28T11:50:05.581937,sensor_03,20.4,53.12
2025-11-28T11:50:10.581937,sensor_02,28.31,47.99
2025-11-28T11:50:15.581937,sensor_02,37.43,39.32
2025-11-28T11:50:20.581937,sensor_03,22.98,60.04
2025-11-28T11:50:25.581937,sensor_03,36.55,45.51
2025-11-28T11:50:30.581937,sensor_02,29.23,37.57
2025-11-28T11:50:35.581937,sensor_02,25.96,44.18
2025-11-28T11:50:40.581937,sensor_01,28.53,53.0
2025-11-28T11:50:45.581937,sensor_01,20.44,61.42
2025-11-28T11:50:50.581937,sensor_01,38.82,54.49
2025-11-28T11:50:55.581937,sensor_02,30.28,40.67
2025-11-28T11:51:00.581937,sensor_02,25.06,47.71
2025-11-28T11:51:05.581937,sensor_01,31.62,34.05
2025-11-28T11:51:10.581937,sensor_02,22.95,66.55
2025-11-28T11:51:15.581937,sensor_02,29.6,35.63
2025-11-28T11:51:20.581937,sensor_03,39.08,59.05
2025-11-28T11:51:25.581937,sensor_01,21.91,50.53
2025-11-28T11:51:30.581937,sensor_02,36.12,30.62
2025-11-28T11:51:35.581937,sensor_03,21.24,60.11
2025-11-28T11:51:40.581937,sensor_03,36.17,48.55
2025-11-28T11:51:45.581937,sensor_03,29.83,35.5
2025-11-28T11:51:50.581937,sensor_03,35.2,35.68
2025-11-28T11:51:55.581937,sensor_03,27.26,64.76
2025-11-28T11:52:00.581937,sensor_03,39.24,42.3
2025-11-28T11:52:05.581937,sensor_01,33.85,35.33
2025-11-28T11:52:10.581937,sensor_02,27.92,57.9
2025-11-28T11:52:15.581937,sensor_02,20.64,55.83
2025-11-28T11:52:20.581937,sensor_01,29.89,53.11
2025-11-28T11:52:25.581937,sensor_01,35.35,47.06
2025-11-28T11:52:30.581937,sensor_03,39.07,65.83
2025-11-28T11:52:35.581937,sensor_01,23.97,38.58
2025-11-28T11:52:40.581937,sensor_01,37.45,68.12
2025-11-28T11:52:45.581937,sensor_02,20.8,34.85
2025-11-28T11:52:50.581937,sensor_01,34.16,58.0
2025-11-28T11:52:55.581937,sensor_01,26.08,68.98
2025-11-28T11:53:00.581937,sensor_02,22.16,38.53
2025-11-28T11:53:05.581937,sensor_03,22.31,33.36
2025-11-28T11:53:10.581937,sensor_01,35.08,56.78
2025-11-28T11:53:15.581937,sensor_03,24.28,63.78
2025-11-28T11:53:20.581937,sensor_01,21.05,66.82
2025-11-28T11:53:25.581937,sensor_03,25.15,33.48
2025-11-28T11:53:30.581937,sensor_02,20.05,51.88
2025-11-28T11:53:35.581937,sensor_01,38.81,36.76
2025-11-28T11:53:40.581937,sensor_02,31.07,35.74
2025-11-28T11:53:45.581937,sensor_03,31.28,51.96
2025-11-28T11:53:50.581937,sensor_02,27.49,40.61
2025-11-28T11:53:55.581937,sensor_01,24.22,63.69
2025-11-28T11:54:00.581937,sensor_02,25.21,61.22
2025-11-28T11:54:05.581937,sensor_02,39.56,59.09
2025-11-28T11:54:10.581937,sensor_02,22.41,55.77
2025-11-28T11:54:15.581937,sensor_02,26.42,63.58
2025-11-28T11:54:20.581937,sensor_01,28.79,68.08
2025-11-28T11:54:25.581937,sensor_01,28.61,47.67
2025-11-28T11:54:30.581937,sensor_01,24.28,42.64
2025-11-28T11:54:35.581937,sensor_02,37.98,45.45
2025-11-28T11:54:40.581937,sensor_03,23.61,66.16
2025-11-28T11:54:45.581937,sensor_03,25.51,57.0
2025-11-28T11:54:50.581937,sensor_02,39.82,37.37
2025-11-28T11:54:55.581937,sensor_03,29.09,31.48
2025-11-28T11:55:00.581937,sensor_01,33.62,54.56
2025-11-28T11:55:05.581937,sensor_01,38.07,39.43
2025-11-28T11:55:10.581937,sensor_02,39.58,44.23
2025-11-28T11:55:15.581937,sensor_01,22.68,63.02
2025-11-28T11:55:20.581937,sensor_01,24.19,67.98
2025-11-28T11:55:25.581937,sensor_01,30.37,58.68
2025-11-28T11:55:30.581937,sensor_01,38.1,54.07
2025-11-28T11:55:35.581937,sensor_03,22.25,60.16
2025-11-28T11:55:40.581937,sensor_03,26.95,35.36
2025-11-28T11:55:45.581937,sensor_03,22.13,63.07
2025-11-28T11:55:50.581937,sensor_01,22.27,35.03
2025-11-28T11:55:55.581937,sensor_02,21.4,66.92
2025-11-28T11:56:00.581937,sensor_01,25.75,59.79
2025-11-28T11:56:05.581937,sensor_01,38.18,59.92
2025-11-28T11:56:10.581937,sensor_03,35.48,62.0
2025-11-28T11:56:15.581937,sensor_03,31.46,32.93
2025-11-28T11:56:20.581937,sensor_02,27.59,51.02
2025-11-28T11:56:25.581937,sensor_03,30.93,57.59
2025-11-28T11:56:30.581937,sensor_01,25.11,53.87
2025-11-28T11:56:35.581937,sensor_03,22.64,43.36
2025-11-28T11:56:40.581937,sensor_03,31.41,68.07
2025-11-28T11:56:45.581937,sensor_02,25.44,31.5
2025-11-28T11:56:50.581937,sensor_03,23.53,58.12
2025-11-28T11:56:55.581937,sensor_01,30.68,57.91
2025-11-28T11:57:00.581937,sensor_02,35.7,39.41
2025-11-28T11:57:05.581937,sensor_03,21.04,43.19
2025-11-28T11:57:10.581937,sensor_03,29.11,39.41
2025-11-28T11:57:15.581937,sensor_01,33.95,31.7
2025-11-28T11:57:20.581937,sensor_03,28.48,58.93
2025-11-28T11:57:25.581937,sensor_01,25.72,66.8
2025-11-28T11:57:30.581937,sensor_03,37.01,30.68
2025-11-28T11:57:35.581937,sensor_01,34.62,50.57
2025-11-28T11:57:40.581937,sensor_03,22.78,63.17
2025-11-28T11:57:45.581937,sensor_02,29.66,63.8
2025-11-28T11:57:50.581937,sensor_01,22.8,55.38
2025-11-28T11:57:55.581937,sensor_01,29.72,64.02
2025-11-28T11:58:00.581937,sensor_01,24.38,66.71
2025-11-28T11:58:05.581937,sensor_01,25.0,33.21
2025-11-28T11:58:10.581937,sensor_02,33.9,41.19
2025-11-28T11:58:15.581937,sensor_03,37.74,35.13
2025-11-28T11:58:20.581937,sensor_02,33.43,31.75
2025-11-28T11:58:25.581937,sensor_03,31.93,66.18
2025-11-28T11:58:30.581937,sensor_01,24.36,62.79
2025-11-28T11:58:35.581937,sensor_02,23.98,69.63
2025-11-28T11:58:40.581937,sensor_02,29.54,33.14
2025-11-28T11:58:45.581937,sensor_03,38.71,44.07
2025-11-28T11:58:50.581937,sensor_02,28.39,34.4
2025-11-28T11:58:55.581937,sensor_03,23.04,35.06
2025-11-28T11:59:00.581937,sensor_01,34.51,55.68
2025-11-28T11:59:05.581937,sensor_01,29.42,33.81
2025-11-28T11:59:10.581937,sensor_01,33.82,69.69
2025-11-28T11:59:15.581937,sensor_02,32.24,62.14
2025-11-28T11:59:20.581937,sensor_01,32.61,51.19
2025-11-28T11:59:25.581937,sensor_03,29.69,56.35
2025-11-28T11:59:30.581937,sensor_03,29.58,68.1
2025-11-28T11:59:35.581937,sensor_02,24.6,68.8
2025-11-28T11:59:40.581937,sensor_02,22.4,41.24
2025-11-28T11:59:45.581937,sensor_03,22.19,69.1
2025-11-28T11:59:50.581937,sensor_03,21.63,64.08
2025-11-28T11:59:55.581937,sensor_01,32.54,57.41
2025-11-28T12:00:00.581937,sensor_01,26.95,40.5
2025-11-28T12:00:05.581937,sensor_03,27.39,54.98
2025-11-28T12:00:10.581937,sensor_02,34.66,63.54
2025-11-28T12:00:15.581937,sensor_03,29.7,41.9
2025-11-28T12:00:20.581937,sensor_01,30.05,47.81
2025-11-28T12:00:25.581937,sensor_03,27.79,48.02
2025-11-28T12:00:30.581937,sensor_01,25.66,63.73
2025-11-28T12:00:35.581937,sensor_03,28.0,58.18
2025-11-28T12:00:40.581937,sensor_03,26.05,46.0
2025-11-28T12:00:45.581937,sensor_01,22.97,52.03
2025-11-28T12:00:50.581937,sensor_03,23.32,62.21
2025-11-28T12:00:55.581937,sensor_03,22.38,50.66
2025-11-28T12:01:00.581937,sensor_02,38.91,53.59
2025-11-28T12:01:05.581937,sensor_03,24.49,57.75
2025-11-28T12:01:10.581937,sensor_01,33.29,42.94
2025-11-28T12:01:15.581937,sensor_02,36.17,48.77
2025-11-28T12:01:20.581937,sensor_01,31.79,60.91
2025-11-28T12:01:25.581937,sensor_01,38.87,53.31
2025-11-28T12:01:30.581937,sensor_02,29.71,45.27
2025-11-28T12:01:35.581937,sensor_01,27.63,32.67
2025-11-28T12:01:40.581937,sensor_01,32.6,46.38
2025-11-28T12:01:45.581937,sensor_02,23.25,61.23
2025-11-28T12:01:50.581937,sensor_01,35.44,40.54
2025-11-28T12:01:55.581937,sensor_03,28.2,59.02
2025-11-28T12:02:00.581937,sensor_02,34.35,42.99
2025-11-28T12:02:05.581937,sensor_01,36.92,33.4
2025-11-28T12:02:10.581937,sensor_01,28.02,30.14
2025-11-28T12:02:15.581937,sensor_01,32.61,61.6
2025-11-28T12:02:20.581937,sensor_02,27.24,66.2
2025-11-28T12:02:25.581937,sensor_02,28.53,51.59
2025-11-28T12:02:30.581937,sensor_01,30.49,36.55
2025-11-28T12:02:35.581937,sensor_03,24.36,69.83
2025-11-28T12:02:40.581937,sensor_01,21.28,33.34
2025-11-28T12:02:45.581937,sensor_01,20.01,52.53
2025-11-28T12:02:50.581937,sensor_02,34.39,55.61
2025-11-28T12:02:55.581937,sensor_01,22.1,62.45
2025-11-28T12:03:00.581937,sensor_01,27.16,64.67
2025-11-28T12:03:05.581937,sensor_03,31.06,65.05
2025-11-28T12:03:10.581937,sensor_01,39.91,31.55
2025-11-28T12:03:15.581937,sensor_02,34.94,48.85
2025-11-28T12:03:20.581937,sensor_01,23.95,42.05
2025-11-28T12:03:25.581937,sensor_03,20.67,57.04
2025-11-28T12:03:30.581937,sensor_03,23.04,57.63
2025-11-28T12:03:35.581937,sensor_02,27.05,66.66
2025-11-28T12:03:40.581937,sensor_02,31.73,50.24
2025-11-28T12:03:45.581937,sensor_02,37.13,67.96
2025-11-28T12:03:50.581937,sensor_03,30.37,56.8
2025-11-28T12:03:55.581937,sensor_03,26.49,52.27
2025-11-28T12:04:00.581937,sensor_02,35.13,60.31
2025-11-28T12:04:05.581937,sensor_01,25.34,61.91
2025-11-28T12:04:10.581937,sensor_03,24.24,59.87
2025-11-28T12:04:15.581937,sensor_03,28.56,67.29
2025-11-28T12:04:20.581937,sensor_03,25.84,56.43
2025-11-28T12:04:25.581937,sensor_03,20.82,36.0
2025-11-28T12:04:30.581937,sensor_01,38.11,61.26
2025-11-28T12:04:35.581937,sensor_02,31.34,56.32
2025-11-28T12:04:40.581937,sensor_02,22.23,54.56
2025-11-28T12:04:45.581937,sensor_02,22.54,69.56
2025-11-28T12:04:50.581937,sensor_01,21.15,68.27
2025-11-28T12:04:55.581937,sensor_03,37.21,50.86
2025-11-28T12:05:00.581937,sensor_01,22.78,61.26
2025-11-28T12:05:05.581937,sensor_03,31.44,54.64
2025-11-28T12:05:10.581937,sensor_03,36.37,37.11
2025-11-28T12:05:15.581937,sensor_02,20.86,69.47
2025-11-28T12:05:20.581937,sensor_02,34.15,54.76
2025-11-28T12:05:25.581937,sensor_02,35.95,42.26
2025-11-28T12:05:30.581937,sensor_03,23.63,63.09
2025-11-28T12:05:35.581937,sensor_03,30.16,64.23
2025-11-28T12:05:40.581937,sensor_02,30.85,54.84
2025-11-28T12:05:45.581937,sensor_01,36.27,43.95
2025-11-28T12:05:50.581937,sensor_02,35.08,65.22
2025-11-28T12:05:55.581937,sensor_02,36.78,49.71
2025-11-28T12:06:00.581937,sensor_01,23.82,49.98
2025-11-28T12:06:05.581937,sensor_01,37.98,30.19
2025-11-28T12:06:10.581937,sensor_03,39.47,66.91
2025-11-28T12:06:15.581937,sensor_03,29.77,41.24
2025-11-28T12:06:20.581937,sensor_01,33.65,41.57
2025-11-28T12:06:25.581937,sensor_01,23.18,37.76
2025-11-28T12:06:30.581937,sensor_01,37.59,51.58
2025-11-28T12:06:35.581937,sensor_03,21.99,31.73
2025-11-28T12:06:40.581937,sensor_01,35.68,51.81
2025-11-28T12:06:45.581937,sensor_03,35.45,54.44
2025-11-28T12:06:50.581937,sensor_02,23.92,59.44
2025-11-28T12:06:55.581937,sensor_02,28.51,31.28
2025-11-28T12:07:00.581937,sensor_01,30.94,59.82
2025-11-28T12:07:05.581937,sensor_01,29.35,35.91
2025-11-28T12:07:10.581937,sensor_03,28.06,49.27
2025-11-28T12:07:15.581937,sensor_03,33.33,59.39
2025-11-28T12:07:20.581937,sensor_02,22.82,62.31
2025-11-28T12:07:25.581937,sensor_02,36.8,39.92
2025-11-28T12:07:30.581937,sensor_03,23.09,43.94
2025-11-28T12:07:35.581937,sensor_01,37.04,49.48
2025-11-28T12:07:40.581937,sensor_03,23.97,46.35
2025-11-28T12:07:45.581937,sensor_01,33.85,59.85
2025-11-28T12:07:50.581937,sensor_02,35.27,35.43
2025-11-28T12:07:55.581937,sensor_02,23.48,30.38
2025-11-28T12:08:00.581937,sensor_02,31.37,38.76
2025-11-28T12:08:05.581937,sensor_01,27.64,44.87
2025-11-28T12:08:10.581937,sensor_02,22.9,57.48
2025-11-28T12:08:15.581937,sensor_02,26.6,63.09
2025-11-28T12:08:20.581937,sensor_03,25.41,58.36
2025-11-28T12:08:25.581937,sensor_02,21.49,61.57
2025-11-28T12:08:30.581937,sensor_02,30.29,52.42
2025-11-28T12:08:35.581937,sensor_01,31.27,65.07
2025-11-28T12:08:40.581937,sensor_01,25.63,67.18
2025-11-28T12:08:45.581937,sensor_03,23.52,50.97
2025-11-28T12:08:50.581937,sensor_01,22.42,48.57
2025-11-28T12:08:55.581937,sensor_01,21.68,35.3
2025-11-28T12:09:00.581937,sensor_03,29.43,41.37
2025-11-28T12:09:05.581937,sensor_03,33.19,51.15
2025-11-28T12:09:10.581937,sensor_03,31.48,32.01
2025-11-28T12:09:15.581937,sensor_01,32.41,38.19
2025-11-28T12:09:20.581937,sensor_03,24.68,53.68
2025-11-28T12:09:25.581937,sensor_03,26.89,57.91
2025-11-28T12:09:30.581937,sensor_02,37.53,36.53
2025-11-28T12:09:35.581937,sensor_01,38.33,38.39
2025-11-28T12:09:40.581937,sensor_01,37.47,41.03
2025-11-28T12:09:45.581937,sensor_03,22.48,69.72
2025-11-28T12:09:50.581937,sensor_03,26.35,49.77
2025-11-28T12:09:55.581937,sensor_03,24.92,63.59
2025-11-28T12:10:00.581937,sensor_01,29.43,39.66
2025-11-28T12:10:05.581937,sensor_03,26.09,62.43
